Step,loss(train),loss(validate)
20,0.9559915065765381,0.9996027946472168
40,0.7365443706512451,0.815906286239624
60,0.5858210921287537,0.6256815195083618
80,0.4909273684024811,0.49808475375175476
100,0.43355873227119446,0.42197385430336
120,0.3751308023929596,0.3835119307041168
140,0.3778029978275299,0.3733188211917877
160,0.31267049908638,0.3537563979625702
180,0.28767067193984985,0.35269612073898315
200,0.29462406039237976,0.34379613399505615
220,0.255441814661026,0.34803587198257446
240,0.23639966547489166,0.34702757000923157
260,0.2323574721813202,0.3420117497444153
280,0.2141575813293457,0.33385542035102844
300,0.21913589537143707,0.342380166053772
320,0.19766069948673248,0.3342703580856323
340,0.19510188698768616,0.3317117989063263
360,0.18596753478050232,0.31921008229255676
380,0.17708566784858704,0.31927627325057983
400,0.1819712072610855,0.28471192717552185
420,0.17342349886894226,0.2872169613838196
440,0.16046170890331268,0.2624412775039673
460,0.15607021749019623,0.2527681887149811
480,0.15328837931156158,0.2176952362060547
500,0.1490522176027298,0.19015051424503326
520,0.14531250298023224,0.18747478723526
540,0.20306327939033508,0.1978074461221695
560,0.1448361724615097,0.1615922749042511
580,0.1408088505268097,0.15898774564266205
600,0.13939832150936127,0.1593380868434906
620,0.1384749710559845,0.159338116645813
640,0.1361110955476761,0.1589258760213852
660,0.13369672000408173,0.14903700351715088
680,0.12845470011234283,0.14176678657531738
700,0.12723767757415771,0.14152641594409943
720,0.13036222755908966,0.13771846890449524
740,0.12530852854251862,0.1332419067621231
760,0.12732242047786713,0.13118644058704376
780,0.12825095653533936,0.13899847865104675
800,0.12196029722690582,0.1392614096403122
820,0.12047817558050156,0.12587767839431763
840,0.1390915960073471,0.13849683105945587
860,0.12537279725074768,0.13605818152427673
880,0.11889845877885818,0.12524880468845367
900,0.11858860403299332,0.12139297276735306
920,0.11888353526592255,0.11916818469762802
940,0.11773400008678436,0.1174156591296196
960,0.11238894611597061,0.1246422678232193
980,0.11482618004083633,0.11690293252468109
1000,0.11445323377847672,0.1242026686668396
1020,0.1077873557806015,0.11019548028707504
1040,0.10891804844141006,0.10786345601081848
1060,0.11193577945232391,0.1238718032836914
1080,0.10850747674703598,0.10910274088382721
1100,0.10568714141845703,0.1066586822271347
1120,0.11057516187429428,0.12200482189655304
1140,0.1089039221405983,0.11510026454925537
1160,0.10330719500780106,0.10926220566034317
1180,0.10386929661035538,0.10441439598798752
1200,0.10462799668312073,0.10365404933691025
1220,0.10357604175806046,0.1062435507774353
1240,0.1074896976351738,0.10747373849153519
1260,0.10308927297592163,0.10128240287303925
1280,0.09804392606019974,0.10066838562488556
1300,0.09855333715677261,0.10171307623386383
1320,0.0968661978840828,0.09869968891143799
1340,0.09864252060651779,0.10591505467891693
1360,0.10848352313041687,0.12036538124084473
1380,0.09764273464679718,0.09766367822885513
1400,0.10024968534708023,0.1012718454003334
1420,0.0962890088558197,0.10038672387599945
1440,0.09981650859117508,0.09562844783067703
1460,0.10023908317089081,0.09846223145723343
1480,0.09970419853925705,0.1017993912100792
1500,0.09658856689929962,0.09948473423719406
