Step,gamma,loss(train),loss(validate)
1260,0.24050398170948029,0.11945965886116028,0.12974657118320465
1280,0.24219869077205658,0.11116539686918259,0.11435054987668991
1300,0.24333694577217102,0.11199237406253815,0.11255750805139542
1320,0.2442818284034729,0.11359746009111404,0.11813537031412125
1340,0.24550719559192657,0.11808468401432037,0.11165644228458405
1360,0.24691586196422577,0.11765993386507034,0.11335054785013199
1380,0.2482287436723709,0.10863472521305084,0.11093539744615555
1400,0.248915895819664,0.11398749053478241,0.11182652413845062
1420,0.24980628490447998,0.11007732152938843,0.11486288905143738
1440,0.2507320046424866,0.11396922916173935,0.10903602093458176
1460,0.2513877749443054,0.10925993323326111,0.11674869060516357
1480,0.2524488568305969,0.11265324056148529,0.11604470014572144
1500,0.2532551884651184,0.1076686680316925,0.10820221155881882
1520,0.2538032829761505,0.10834496468305588,0.1145177111029625
1540,0.25505271553993225,0.12189296633005142,0.12160847336053848
1560,0.25666168332099915,0.10684111714363098,0.10876217484474182
1580,0.25754299759864807,0.10745184868574142,0.10854354500770569
1600,0.25840070843696594,0.10836998373270035,0.11666341125965118
1620,0.25927793979644775,0.10804660618305206,0.10612140595912933
1640,0.2601363956928253,0.1071876734495163,0.11294692754745483
1660,0.26084524393081665,0.10350456833839417,0.10653278976678848
1680,0.26180383563041687,0.10659540444612503,0.10609329491853714
1700,0.2626829743385315,0.10479316860437393,0.10540080815553665
1720,0.263465940952301,0.1054028794169426,0.1023683249950409
1740,0.264234334230423,0.1044887900352478,0.10970413684844971
1760,0.26546797156333923,0.10683557391166687,0.10373485833406448
1780,0.26622331142425537,0.10831239074468613,0.10231287032365799
1800,0.26688361167907715,0.10228762030601501,0.10548659414052963
1820,0.267284631729126,0.10174783319234848,0.10121999680995941
1840,0.26775312423706055,0.10387997329235077,0.10101153701543808
1860,0.26841720938682556,0.10434740036725998,0.11726929247379303
1880,0.26956701278686523,0.10206479579210281,0.12350596487522125
1900,0.2703544795513153,0.10367412865161896,0.11667457222938538
1920,0.27115878462791443,0.10273925960063934,0.1026352196931839
1940,0.2714460492134094,0.09936685115098953,0.10063298791646957
1960,0.272103875875473,0.10715475678443909,0.10719174891710281
1980,0.2726479172706604,0.10204649716615677,0.10295650362968445
2000,0.2731036841869354,0.10065865516662598,0.09819865226745605
2020,0.2735673785209656,0.09700893610715866,0.10081494599580765
2040,0.2740006744861603,0.09792880713939667,0.09795720875263214
2060,0.27454888820648193,0.10188829153776169,0.10675189644098282
2080,0.2751085162162781,0.09748497605323792,0.10314397513866425
2100,0.2757601737976074,0.105617955327034,0.1095903217792511
2120,0.27713605761528015,0.0975530594587326,0.10379134118556976
2140,0.27778828144073486,0.0994129404425621,0.09984314441680908
2160,0.2778340280056,0.09921813011169434,0.10033582895994186
2180,0.27817225456237793,0.09751155972480774,0.09761235117912292
2200,0.2785125970840454,0.09538967162370682,0.10004975646734238
2220,0.27880412340164185,0.09649457037448883,0.09782376885414124
2240,0.2790275812149048,0.09458266198635101,0.09763865172863007
2260,0.2791695296764374,0.09560960531234741,0.10096372663974762
2280,0.27966564893722534,0.10180489718914032,0.09787255525588989
2300,0.2804384231567383,0.09776737540960312,0.10220952332019806
2320,0.2811586856842041,0.10040643066167831,0.09600357711315155
2340,0.28140321373939514,0.09392565488815308,0.09825644642114639
2360,0.281633585691452,0.09558546543121338,0.09321699291467667
2380,0.2818708121776581,0.09673653542995453,0.09616120904684067
2400,0.2820510268211365,0.09232784062623978,0.0931914746761322
2420,0.2820582091808319,0.09329860657453537,0.09459208697080612
2440,0.28242653608322144,0.0949741080403328,0.09480851888656616
2460,0.28280991315841675,0.09650568664073944,0.09309378266334534
2480,0.28329190611839294,0.09479891508817673,0.09368100762367249
2500,0.28351151943206787,0.09325224906206131,0.09374269098043442
2520,0.28387802839279175,0.0966343879699707,0.09512113779783249
2540,0.2841545343399048,0.09504314512014389,0.09649822115898132
2560,0.284466028213501,0.09879262745380402,0.09427592158317566
2580,0.2848818004131317,0.09218700230121613,0.0966416671872139
2600,0.2852095365524292,0.09332341700792313,0.09561161696910858
2620,0.28546303510665894,0.09446284174919128,0.09259257465600967
2640,0.2857707738876343,0.09232623875141144,0.09414151310920715
2660,0.28589385747909546,0.09137874841690063,0.09398335218429565
2680,0.2862929105758667,0.09158263355493546,0.0909956693649292
2700,0.28622815012931824,0.09413576126098633,0.09369255602359772
2720,0.28646841645240784,0.0918152779340744,0.09149505198001862
2740,0.2866763770580292,0.09400539100170135,0.09032192826271057
2760,0.28678277134895325,0.0906076729297638,0.09586477279663086
2780,0.28697749972343445,0.0913759246468544,0.09063581377267838
2800,0.2871755063533783,0.08844854682683945,0.09135641157627106
2820,0.28763502836227417,0.09587617218494415,0.09640263020992279
2840,0.2879251539707184,0.08986252546310425,0.09126271307468414
2860,0.2880140244960785,0.09939216822385788,0.10065574198961258
2880,0.288659930229187,0.09016215801239014,0.09186588227748871
2900,0.2888142764568329,0.09135934710502625,0.09334909170866013
2920,0.2890080213546753,0.09091795980930328,0.0923537090420723
2940,0.2891297936439514,0.09357419610023499,0.09296403080224991
2960,0.28945818543434143,0.08852148056030273,0.08862640708684921
2980,0.2895887792110443,0.09188921749591827,0.09250885248184204
3000,0.289537638425827,0.08761473745107651,0.09039956331253052
3020,0.28947609663009644,0.08749808371067047,0.08913902938365936
3040,0.2894553542137146,0.0911456048488617,0.08972743153572083
3060,0.28964337706565857,0.08979085087776184,0.08993974328041077
3080,0.2899458110332489,0.0911848247051239,0.08752802759408951
3100,0.2898949086666107,0.0865415409207344,0.09510336816310883
3120,0.28978511691093445,0.0895647406578064,0.08859910815954208
3140,0.2897683084011078,0.08864492177963257,0.08667334914207458
3160,0.28998997807502747,0.08743073046207428,0.08959876000881195
3180,0.29000741243362427,0.08429163694381714,0.09032882750034332
3200,0.2898595631122589,0.08882194757461548,0.08682182431221008
3220,0.28993281722068787,0.08770088106393814,0.0868297666311264
3240,0.28995823860168457,0.0909130871295929,0.08634234219789505
3260,0.2901388704776764,0.08759404718875885,0.08744175732135773
3280,0.29016634821891785,0.09038475155830383,0.09011760354042053
3300,0.29028862714767456,0.08547388017177582,0.09791199117898941
3320,0.29036620259284973,0.0863175243139267,0.08730447292327881
3340,0.29023465514183044,0.08786625415086746,0.08551493287086487
3360,0.2903282344341278,0.09293509274721146,0.08896033465862274
3380,0.2904859185218811,0.08624071627855301,0.08868478238582611
3400,0.29070162773132324,0.08757811039686203,0.09142091125249863
3420,0.29058733582496643,0.08606268465518951,0.09021274745464325
3440,0.29062631726264954,0.08830984681844711,0.08959846943616867
3460,0.2908990681171417,0.0856555625796318,0.08881666511297226
3480,0.29085683822631836,0.08555035293102264,0.08675782382488251
3500,0.29100072383880615,0.08495884388685226,0.08697096258401871
3520,0.2912575304508209,0.08632376790046692,0.08848664164543152
3540,0.2912984788417816,0.08545354008674622,0.08594103157520294
3560,0.29125118255615234,0.08579980581998825,0.092062808573246
3580,0.2915555238723755,0.08968997746706009,0.09574189782142639
3600,0.2918366491794586,0.08997941017150879,0.0862426608800888
3620,0.29231151938438416,0.08629526197910309,0.09829737991094589
3640,0.29271170496940613,0.08811578899621964,0.0886257141828537
3660,0.29260024428367615,0.09334151446819305,0.08448343724012375
3680,0.29254505038261414,0.08743972331285477,0.08906202018260956
3700,0.29263588786125183,0.08355838060379028,0.09054075926542282
3720,0.29292312264442444,0.08178456872701645,0.0863809660077095
3740,0.2928919792175293,0.08536659926176071,0.08870696276426315
3760,0.29282450675964355,0.08470606058835983,0.08479022979736328
3780,0.2927702069282532,0.08378477394580841,0.08543849736452103
3800,0.29255804419517517,0.08300040662288666,0.0857856348156929
3820,0.29252147674560547,0.08253024518489838,0.08691154420375824
3840,0.29214242100715637,0.08263242989778519,0.08296287059783936
3860,0.2920456826686859,0.08389397710561752,0.08509135246276855
3880,0.29208147525787354,0.08209814876317978,0.08749745041131973
3900,0.29215171933174133,0.08693122118711472,0.08995044231414795
3920,0.292262464761734,0.08352379500865936,0.08459655195474625
3940,0.29208168387413025,0.08360408246517181,0.08667893707752228
3960,0.2920609414577484,0.08525125682353973,0.09434592723846436
3980,0.29224690794944763,0.08173524588346481,0.08335936814546585
4000,0.29255256056785583,0.08430397510528564,0.08620861172676086
4020,0.2923409044742584,0.0810113474726677,0.08653412759304047
4040,0.29232874512672424,0.08399537950754166,0.0859391912817955
4060,0.2923160493373871,0.0810893252491951,0.084074005484581
4080,0.29216450452804565,0.08166339993476868,0.08520510792732239
4100,0.2920894920825958,0.08280092477798462,0.08588092029094696
4120,0.29173851013183594,0.0866541638970375,0.08061525970697403
4140,0.29163676500320435,0.08466777205467224,0.08415142446756363
4160,0.29203107953071594,0.08359439671039581,0.08486955612897873
4180,0.291909784078598,0.08178714662790298,0.08606860041618347
4200,0.29181185364723206,0.08163359761238098,0.08807847648859024
4220,0.2916038930416107,0.08079509437084198,0.082468681037426
4240,0.29183632135391235,0.08694569766521454,0.08448676764965057
4260,0.2918422520160675,0.08634131401777267,0.08467832207679749
4280,0.2916816771030426,0.08088243752717972,0.08371880650520325
4300,0.2918936014175415,0.08173588663339615,0.08723553270101547
4320,0.29211705923080444,0.08000708371400833,0.08270691335201263
4340,0.2920861542224884,0.0819631814956665,0.08196194469928741
4360,0.29206886887550354,0.08125980198383331,0.08185148239135742
4380,0.29190772771835327,0.08046568930149078,0.08051832765340805
4400,0.2916196286678314,0.08360175043344498,0.08483004570007324
4420,0.29174670577049255,0.08068445324897766,0.07943704724311829
4440,0.2915869653224945,0.08091159164905548,0.0832403153181076
4460,0.29130756855010986,0.07802446186542511,0.08192471414804459
4480,0.2912343442440033,0.0820271372795105,0.0818033441901207
4500,0.29119008779525757,0.0793614387512207,0.0840538740158081
4520,0.2911266088485718,0.08062630146741867,0.0828639566898346
4540,0.29119688272476196,0.08120690286159515,0.08203409612178802
4560,0.291176438331604,0.0811995267868042,0.08290798962116241
4580,0.2913084626197815,0.08029637485742569,0.080621637403965
4600,0.2912142276763916,0.08052872866392136,0.08688008040189743
4620,0.29134446382522583,0.08096595108509064,0.081422820687294
4640,0.2913748621940613,0.08202728629112244,0.08362285792827606
4660,0.29137247800827026,0.07993867993354797,0.07950355857610703
4680,0.2910424768924713,0.07860735058784485,0.0811244398355484
4700,0.2910846173763275,0.07978786528110504,0.0808851420879364
4720,0.2908247411251068,0.08003238588571548,0.08164447546005249
4740,0.29069554805755615,0.07863283157348633,0.0790511816740036
4760,0.2905515432357788,0.0793357715010643,0.08051620423793793
4780,0.2901897430419922,0.07867005467414856,0.07878812402486801
4800,0.2901695668697357,0.08073356002569199,0.08131641149520874
4820,0.2900804877281189,0.08233923465013504,0.07859955728054047
4840,0.2899619936943054,0.07837484776973724,0.07923351973295212
4860,0.2898283004760742,0.07744111865758896,0.083345428109169
4880,0.2897443175315857,0.07740072906017303,0.08435903489589691
4900,0.28970393538475037,0.07872483879327774,0.07856094837188721
4920,0.28982535004615784,0.07887300848960876,0.08510646224021912
4940,0.28967124223709106,0.08083567023277283,0.0785926878452301
4960,0.28955936431884766,0.07626114040613174,0.07960191369056702
4980,0.2895672023296356,0.07652495801448822,0.07892220467329025
5000,0.28939178586006165,0.07969942688941956,0.0783810093998909
5020,0.2891719341278076,0.08031830191612244,0.08336570113897324
5040,0.2891584038734436,0.07923025637865067,0.07963446527719498
5060,0.28925660252571106,0.0764179676771164,0.0826912522315979
5080,0.28928446769714355,0.07983236759901047,0.07951578497886658
5100,0.2892741560935974,0.0752413272857666,0.07699395716190338
5120,0.28918150067329407,0.07940541952848434,0.07718956470489502
5140,0.28930604457855225,0.07783958315849304,0.08065102994441986
5160,0.28922051191329956,0.08086863905191422,0.08191771805286407
5180,0.2896718382835388,0.07879086583852768,0.0875532403588295
5200,0.2897830009460449,0.08076120167970657,0.08165803551673889
5220,0.2894909977912903,0.0801376923918724,0.07780361920595169
5240,0.28954386711120605,0.08349571377038956,0.07755987346172333
5260,0.28931620717048645,0.07601246982812881,0.07627016305923462
5280,0.28905409574508667,0.08005660027265549,0.07858747243881226
5300,0.28875964879989624,0.07735525816679001,0.07728946954011917
5320,0.2884787917137146,0.07804747670888901,0.08067398518323898
5340,0.28845036029815674,0.07741354405879974,0.07771655917167664
5360,0.28865864872932434,0.07692603766918182,0.07563333958387375
5380,0.2883857488632202,0.07767408341169357,0.07854654639959335
5400,0.28826695680618286,0.08009617775678635,0.07763034105300903
5420,0.2880241572856903,0.07615184038877487,0.0757678970694542
5440,0.2879723906517029,0.0766279324889183,0.07626070082187653
5460,0.2880438566207886,0.07586928457021713,0.07931609451770782
5480,0.2881461977958679,0.07664648443460464,0.07662203907966614
5500,0.28802189230918884,0.07663144916296005,0.07764655351638794
5520,0.28793346881866455,0.07632330805063248,0.076422780752182
5540,0.2879778742790222,0.07627632468938828,0.07693533599376678
5560,0.2879413366317749,0.07425108551979065,0.0770668089389801
5580,0.2878461480140686,0.07327031344175339,0.07622750103473663
5600,0.287559449672699,0.07725714147090912,0.07759489119052887
5620,0.28752413392066956,0.07530082762241364,0.08040736615657806
5640,0.2876388132572174,0.07454802095890045,0.07577326893806458
5660,0.28753378987312317,0.07488851249217987,0.0759202092885971
5680,0.2873328924179077,0.08005670458078384,0.07652237266302109
5700,0.2872324287891388,0.07620798796415329,0.07589837908744812
5720,0.287102073431015,0.07369557023048401,0.07494151592254639
5740,0.28701937198638916,0.07744754105806351,0.07737542688846588
5760,0.28666919469833374,0.07815089821815491,0.07701916247606277
5780,0.2866157591342926,0.07210389524698257,0.07759019732475281
5800,0.28678128123283386,0.07685691863298416,0.08135031908750534
5820,0.286686509847641,0.0802154392004013,0.07988584041595459
5840,0.2867109179496765,0.07333198189735413,0.07747439295053482
5860,0.28651145100593567,0.07573065906763077,0.07639321684837341
5880,0.2865503430366516,0.0755690485239029,0.08102472871541977
5900,0.28654780983924866,0.07756970822811127,0.07753634452819824
5920,0.2865014672279358,0.07726771384477615,0.07581336051225662
5940,0.2863902151584625,0.07414510101079941,0.07589931041002274
5960,0.2863842844963074,0.07605361938476562,0.07583453506231308
5980,0.28629204630851746,0.07331420481204987,0.07745544612407684
6000,0.28605523705482483,0.07573024183511734,0.07706061005592346
6020,0.28595489263534546,0.07306411862373352,0.07460527867078781
6040,0.28577783703804016,0.07633406668901443,0.07875299453735352
6060,0.28589874505996704,0.07519092410802841,0.07682274281978607
6080,0.28595736622810364,0.07633756101131439,0.07923943549394608
6100,0.28612974286079407,0.07475060224533081,0.07820159941911697
6120,0.2859806418418884,0.0772293210029602,0.07469435036182404
6140,0.2857900857925415,0.07332488894462585,0.0803806483745575
6160,0.28573569655418396,0.0763917863368988,0.07403048872947693
6180,0.2855742275714874,0.07456707954406738,0.07543934881687164
6200,0.2856094241142273,0.07725159078836441,0.07599589228630066
6220,0.2856244742870331,0.0749121829867363,0.07442698627710342
6240,0.28549906611442566,0.07561235129833221,0.07394841313362122
6260,0.28538772463798523,0.07469436526298523,0.07692976295948029
6280,0.28521862626075745,0.07204855233430862,0.07729721814393997
6300,0.2848969101905823,0.07480554282665253,0.07353411614894867
6320,0.2848653793334961,0.0740947425365448,0.07354258000850677
6340,0.2847851812839508,0.07262963056564331,0.07379677891731262
6360,0.285023957490921,0.07392769306898117,0.08019576221704483
6380,0.2851874530315399,0.0755646675825119,0.07609593123197556
6400,0.2850569486618042,0.07563916593790054,0.07664153724908829
6420,0.2849668860435486,0.0715227723121643,0.07546152174472809
6440,0.28482913970947266,0.07393085211515427,0.0742010697722435
6460,0.28461700677871704,0.07445291429758072,0.07668548822402954
6480,0.2844524681568146,0.07415920495986938,0.07618442922830582
6500,0.2841951847076416,0.07333382219076157,0.07492998987436295
6520,0.28418391942977905,0.07973074913024902,0.07642357051372528
6540,0.28475308418273926,0.07402116805315018,0.07528030127286911
6560,0.28456297516822815,0.07203834503889084,0.07571366429328918
6580,0.2844759523868561,0.07567451894283295,0.0744183287024498
6600,0.28439968824386597,0.07576299458742142,0.07887951284646988
6620,0.28444740176200867,0.07481545209884644,0.08543741703033447
6640,0.28434625267982483,0.07372526824474335,0.07454735785722733
6660,0.28422999382019043,0.0720273107290268,0.07605116069316864
6680,0.28395164012908936,0.06982293725013733,0.07321169972419739
6700,0.28363320231437683,0.070834219455719,0.07642479240894318
6720,0.28344962000846863,0.0722079947590828,0.07351596653461456
6740,0.2834896445274353,0.07216136157512665,0.07512017339468002
6760,0.28366732597351074,0.07351414859294891,0.07354635000228882
6780,0.2837361693382263,0.07197633385658264,0.07444676011800766
6800,0.2837727963924408,0.07413607835769653,0.0737132877111435
6820,0.2837095260620117,0.07370822131633759,0.07200874388217926
6840,0.28341877460479736,0.07162677496671677,0.07254505902528763
6860,0.28318074345588684,0.07285752147436142,0.07326008379459381
6880,0.283290296792984,0.07450543344020844,0.07272651791572571
6900,0.28308284282684326,0.07226927578449249,0.0722796618938446
6920,0.28311315178871155,0.07413902878761292,0.07247669994831085
6940,0.28298836946487427,0.07157304883003235,0.07324594259262085
6960,0.28278228640556335,0.07535546272993088,0.0740501806139946
6980,0.28272178769111633,0.07477734982967377,0.07494360953569412
7000,0.28295689821243286,0.07316664606332779,0.08834914863109589
7020,0.2832740247249603,0.07345698028802872,0.07222793996334076
7040,0.2834169268608093,0.07732119411230087,0.07314582169055939
7060,0.2832513451576233,0.08086636662483215,0.08694252371788025
7080,0.2833211123943329,0.07482285052537918,0.07551966607570648
7100,0.28337275981903076,0.07257362455129623,0.0748247504234314
7120,0.28321143984794617,0.0720483809709549,0.07183419167995453
7140,0.28308412432670593,0.06894692033529282,0.07344211637973785
7160,0.28281471133232117,0.07102330774068832,0.07255138456821442
7180,0.2826977074146271,0.0709967091679573,0.07355991750955582
7200,0.28261977434158325,0.0724375993013382,0.0740286260843277
7220,0.28260311484336853,0.0726657435297966,0.07095906883478165
7240,0.28237178921699524,0.0709323137998581,0.07288491725921631
7260,0.2821246385574341,0.07177194952964783,0.07379116117954254
7280,0.2820003628730774,0.07175173610448837,0.07192295789718628
7300,0.28208494186401367,0.0690949410200119,0.07334471493959427
7320,0.28210529685020447,0.07172295451164246,0.0726599469780922
7340,0.28200042247772217,0.07206268608570099,0.07139366865158081
7360,0.28203266859054565,0.07094531506299973,0.07337883114814758
7380,0.28176942467689514,0.07476509362459183,0.0814892053604126
7400,0.2818075716495514,0.07007988542318344,0.07336585223674774
7420,0.2817251980304718,0.07253968715667725,0.07216313481330872
7440,0.28165680170059204,0.07446721196174622,0.07317056506872177
7460,0.281260222196579,0.06801709532737732,0.07590789347887039
7480,0.2811815142631531,0.07316382229328156,0.07576271146535873
7500,0.28135427832603455,0.07221107929944992,0.08186633884906769
7520,0.28134146332740784,0.07129166275262833,0.07162676751613617
7540,0.28131425380706787,0.0698813796043396,0.07299807667732239
7560,0.2810207009315491,0.0734013095498085,0.07283169031143188
7580,0.2811303436756134,0.07093632966279984,0.07365129888057709
7600,0.2809106111526489,0.07030696421861649,0.0721905454993248
7620,0.2809286415576935,0.07003535330295563,0.07125011831521988
7640,0.28090670704841614,0.07040439546108246,0.07735924422740936
7660,0.28070327639579773,0.07362738996744156,0.0752563625574112
7680,0.28047990798950195,0.07166771590709686,0.07089671492576599
7700,0.28027695417404175,0.06991748511791229,0.07204771041870117
7720,0.2800888419151306,0.0702352300286293,0.07083673030138016
7740,0.28008556365966797,0.07151501625776291,0.07142890244722366
7760,0.28009742498397827,0.07235962152481079,0.07126777619123459
7780,0.28004494309425354,0.07033441215753555,0.07300218939781189
7800,0.28021004796028137,0.07042603194713593,0.07146395742893219
7820,0.2800493836402893,0.06905961036682129,0.07445338368415833
7840,0.2799864411354065,0.06934305280447006,0.07685120403766632
7860,0.27988967299461365,0.06973177194595337,0.07435142248868942
7880,0.27988165616989136,0.06973382085561752,0.07235065847635269
7900,0.2797827422618866,0.07054600864648819,0.07410876452922821
7920,0.2795152962207794,0.0708518847823143,0.07321063429117203
7940,0.2793117165565491,0.0683019831776619,0.0708048865199089
7960,0.2789667844772339,0.0708414763212204,0.07584238052368164
7980,0.27879709005355835,0.07043956220149994,0.07137073576450348
8000,0.2788282334804535,0.07120192795991898,0.07166539132595062
8020,0.27863284945487976,0.06933294981718063,0.07044044137001038
8040,0.27851632237434387,0.06715822219848633,0.07292475551366806
8060,0.27835455536842346,0.06956595182418823,0.07245533168315887
8080,0.27833640575408936,0.0722007229924202,0.07284620404243469
8100,0.2784803807735443,0.06786804646253586,0.06948050856590271
8120,0.2784487009048462,0.07026974856853485,0.07207074761390686
8140,0.2785842716693878,0.07479149103164673,0.07284404337406158
8160,0.2785407602787018,0.07002327591180801,0.07003320753574371
8180,0.27833226323127747,0.07092072069644928,0.0698152631521225
8200,0.27832573652267456,0.06580822169780731,0.07244047522544861
8220,0.2783645689487457,0.0726705938577652,0.0711962953209877
8240,0.278219610452652,0.06666682660579681,0.06941065937280655
8260,0.2781100571155548,0.06721629947423935,0.07028596848249435
8280,0.27797216176986694,0.07054025679826736,0.07176345586776733
8300,0.27820175886154175,0.06843462586402893,0.0696672797203064
8320,0.27800291776657104,0.07110682874917984,0.07049979269504547
8340,0.27809274196624756,0.0704546719789505,0.0702323466539383
8360,0.2776912748813629,0.07093771547079086,0.07259305566549301
8380,0.27759361267089844,0.06597553938627243,0.07016964256763458
8400,0.27729272842407227,0.07141280174255371,0.07079004496335983
8420,0.2771959602832794,0.06992577016353607,0.06985926628112793
8440,0.27702945470809937,0.06847871840000153,0.07053890824317932
8460,0.2770538926124573,0.06800074875354767,0.07364416122436523
8480,0.2770242691040039,0.06796823441982269,0.0739605575799942
8500,0.27697721123695374,0.07013116031885147,0.07198430597782135
8520,0.27708059549331665,0.07598283886909485,0.0690273568034172
8540,0.27707377076148987,0.06775037199258804,0.07038938999176025
8560,0.276956170797348,0.06932581961154938,0.06936121731996536
8580,0.2768876254558563,0.0764865055680275,0.07077072560787201
8600,0.27720504999160767,0.07183834165334702,0.06913411617279053
8620,0.27755486965179443,0.07114861160516739,0.08038809150457382
8640,0.27749040722846985,0.06833157688379288,0.0700235664844513
8660,0.27716225385665894,0.06829555332660675,0.07078836858272552
8680,0.2770514488220215,0.07072728127241135,0.06955442577600479
8700,0.2768000364303589,0.07240091264247894,0.06974834203720093
8720,0.2764495611190796,0.06853427737951279,0.07527922838926315
8740,0.2765219211578369,0.06812550872564316,0.07295414805412292
8760,0.2767273485660553,0.06994026154279709,0.0689191222190857
8780,0.27665477991104126,0.06859970092773438,0.07024890929460526
8800,0.27645015716552734,0.06758693605661392,0.07122649997472763
8820,0.27632883191108704,0.06864983588457108,0.07025940716266632
8840,0.27636224031448364,0.06778141111135483,0.07005371898412704
8860,0.2761040925979614,0.06959939748048782,0.07281666994094849
8880,0.2759990990161896,0.07093042135238647,0.07071532309055328
8900,0.2759152948856354,0.07015885412693024,0.06862901896238327
8920,0.27585673332214355,0.06494500488042831,0.06963713467121124
8940,0.2756209969520569,0.06827843189239502,0.07098152488470078
8960,0.2757088840007782,0.06794147938489914,0.06892211735248566
8980,0.2758529484272003,0.0710521712899208,0.07098408043384552
9000,0.2758041322231293,0.06756746023893356,0.07008705288171768
9020,0.2754673361778259,0.06711424887180328,0.06848935037851334
9040,0.2752630114555359,0.06787378340959549,0.069159597158432
9060,0.2752845585346222,0.06694995611906052,0.07079427689313889
9080,0.2755781412124634,0.06992577016353607,0.06922198832035065
9100,0.27532991766929626,0.0693671926856041,0.07187201827764511
9120,0.27510619163513184,0.0677361935377121,0.06970211863517761
9140,0.27502891421318054,0.06942380219697952,0.07102841138839722
9160,0.27505287528038025,0.06661758571863174,0.06994311511516571
9180,0.2750650942325592,0.06716922670602798,0.07392069697380066
9200,0.2750043570995331,0.07159015536308289,0.06914110481739044
9220,0.27516666054725647,0.06829449534416199,0.06999580562114716
9240,0.27507284283638,0.06677078455686569,0.06796298921108246
9260,0.2750813364982605,0.06852412223815918,0.07415218651294708
9280,0.2750222384929657,0.06606663763523102,0.06884195655584335
9300,0.2749020755290985,0.06624837219715118,0.07023686170578003
9320,0.27478113770484924,0.06525114178657532,0.07069174200296402
9340,0.274687260389328,0.06734783947467804,0.06891708076000214
9360,0.27446234226226807,0.0695747509598732,0.06926210969686508
