Step,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,gamma6,gamma7,loss(train),loss(validate)
1580,0.25237971544265747,0.10541516542434692,-0.0035843204241245985,0.0016263206489384174,-0.0033008295577019453,0.000992329209111631,-0.019284112378954887,-0.014189919456839561,0.1080269068479538,0.11236255615949631
1600,0.25414085388183594,0.10608275979757309,-0.003507359651848674,0.0017078622477129102,-0.003290403401479125,0.0009849648922681808,-0.019435951486229897,-0.014249175786972046,0.10783155262470245,0.12042353302240372
1620,0.2556430399417877,0.1068299263715744,-0.003377201734110713,0.0018213529838249087,-0.0032866213005036116,0.0009721730020828545,-0.019573796540498734,-0.014331127516925335,0.10726138949394226,0.10807469487190247
1640,0.25708433985710144,0.10759279131889343,-0.003294237656518817,0.001928347977809608,-0.0032960688695311546,0.0009658811031840742,-0.019691381603479385,-0.014425576664507389,0.10830306261777878,0.10904508084058762
1660,0.25830453634262085,0.10827556252479553,-0.0031794204842299223,0.0020355882588773966,-0.0033008099999278784,0.0009467448689974844,-0.01981784775853157,-0.014501153491437435,0.10538344085216522,0.11126460134983063
1680,0.2598276436328888,0.10898209363222122,-0.003051057690754533,0.0021097285207360983,-0.0032888138666749,0.0009350808104500175,-0.019951939582824707,-0.014584969729185104,0.10642286390066147,0.1054445207118988
1700,0.26112258434295654,0.10955649614334106,-0.002930877497419715,0.0021974288392812014,-0.003279993776232004,0.000910768867470324,-0.020051943138241768,-0.014658333733677864,0.10545656830072403,0.1055961400270462
1720,0.2624029517173767,0.11022602766752243,-0.0027806239668279886,0.002280152402818203,-0.003291680943220854,0.0008842041715979576,-0.020148687064647675,-0.014723622240126133,0.10563861578702927,0.10477320104837418
1740,0.26403483748435974,0.1109648197889328,-0.002657779026776552,0.002371916314586997,-0.003277547424659133,0.000874082965310663,-0.020282458513975143,-0.014796976931393147,0.10550487041473389,0.11271383613348007
1760,0.2656311094760895,0.11169055849313736,-0.0024946024641394615,0.0024858559481799603,-0.0032605950254946947,0.0008735060691833496,-0.020361386239528656,-0.014877257868647575,0.10726676136255264,0.10765257477760315
1780,0.2667713463306427,0.11235172301530838,-0.002366867382079363,0.00256672827526927,-0.003276847070083022,0.0008623040048405528,-0.020449014380574226,-0.014943054877221584,0.10855963081121445,0.10269966721534729
1800,0.26818782091140747,0.11300692707300186,-0.0022319448180496693,0.0026619157288223505,-0.0032645948231220245,0.0008557413821108639,-0.02054801769554615,-0.01499346923083067,0.10555461794137955,0.10879755765199661
1820,0.26961854100227356,0.11364442110061646,-0.002080962061882019,0.0027844631113111973,-0.003232328686863184,0.0008612301899120212,-0.020640183240175247,-0.015070060268044472,0.10248330980539322,0.10392042994499207
1840,0.27079319953918457,0.11435481905937195,-0.001975751481950283,0.0028763976879417896,-0.0032426940742880106,0.0008569665369577706,-0.020711727440357208,-0.015133673325181007,0.10343268513679504,0.10335947573184967
1860,0.2719864249229431,0.11501200497150421,-0.0018412398640066385,0.002927531488239765,-0.0032465187832713127,0.0008362194057554007,-0.020812496542930603,-0.015193107537925243,0.1049007773399353,0.11651758849620819
1880,0.27352479100227356,0.11567571014165878,-0.001655677566304803,0.00303749181330204,-0.0032043466344475746,0.0008489618776366115,-0.020907150581479073,-0.015264772810041904,0.10110202431678772,0.11150830239057541
1900,0.27474573254585266,0.11643435060977936,-0.0015040317084640265,0.0031321528367698193,-0.0032191865611821413,0.0008426315034739673,-0.020992480218410492,-0.015333042480051517,0.10244889557361603,0.10987354815006256
1920,0.2758767902851105,0.11707597970962524,-0.0013744800817221403,0.0032511528115719557,-0.0032156852539628744,0.0008208340150304139,-0.02108917385339737,-0.01539766788482666,0.10127998143434525,0.10145777463912964
