Step,loss(train),loss(validate)
20,0.4655640423297882,0.496830016374588
40,0.41719168424606323,0.46200770139694214
60,0.3711473047733307,0.4414106011390686
80,0.34100404381752014,0.4241844713687897
100,0.31666138768196106,0.40981525182724
120,0.3006862998008728,0.3984529376029968
140,0.27747800946235657,0.3912881016731262
160,0.2563249468803406,0.3884521722793579
180,0.23531047999858856,0.38100022077560425
200,0.22566303610801697,0.37449249625205994
220,0.20805132389068604,0.3712586760520935
240,0.20138633251190186,0.3585309386253357
260,0.19719117879867554,0.35483700037002563
280,0.18216992914676666,0.33673030138015747
300,0.17973366379737854,0.321948379278183
320,0.1734481304883957,0.3165517747402191
340,0.16799713671207428,0.297732949256897
360,0.1628274768590927,0.2858206033706665
380,0.1712472289800644,0.26741260290145874
400,0.15503351390361786,0.2386116236448288
420,0.15436957776546478,0.22090844810009003
440,0.14953766763210297,0.22177572548389435
460,0.15230856835842133,0.20918118953704834
480,0.14291095733642578,0.18454496562480927
500,0.13741162419319153,0.17464476823806763
520,0.13728883862495422,0.16937927901744843
540,0.13511639833450317,0.15855315327644348
560,0.13171564042568207,0.16149798035621643
580,0.1323271542787552,0.1521221548318863
600,0.1263849139213562,0.15621766448020935
620,0.13002434372901917,0.14193961024284363
640,0.1286894828081131,0.14645591378211975
660,0.12281374633312225,0.14085908234119415
680,0.12693312764167786,0.15599414706230164
700,0.12132678180932999,0.13388371467590332
720,0.12009092420339584,0.13175064325332642
740,0.12918628752231598,0.13396510481834412
760,0.1272888034582138,0.12925103306770325
780,0.11749202758073807,0.12961238622665405
800,0.11723387986421585,0.12388727068901062
820,0.11818362772464752,0.12271588295698166
840,0.11481361836194992,0.12298745661973953
860,0.11583521962165833,0.11816626042127609
880,0.11659633368253708,0.11596570163965225
900,0.11679940670728683,0.11678053438663483
920,0.11189766973257065,0.11537863314151764
940,0.11262243241071701,0.1153588742017746
960,0.11293378472328186,0.11050333082675934
980,0.11968158185482025,0.11551720649003983
1000,0.10829725861549377,0.11306612938642502
1020,0.1048789992928505,0.11324501037597656
1040,0.11836414039134979,0.10986843705177307
1060,0.10616150498390198,0.1055237203836441
1080,0.10496658831834793,0.11723602563142776
1100,0.11171083897352219,0.10453002154827118
1120,0.10844487696886063,0.1053510382771492
1140,0.10551601648330688,0.10391885042190552
1160,0.10462367534637451,0.10567833483219147
1180,0.10364881902933121,0.10709546506404877
1200,0.10568094253540039,0.1009507104754448
1220,0.10770677030086517,0.11722353845834732
1240,0.10288023948669434,0.10467047989368439
1260,0.10506349056959152,0.10585895925760269
1280,0.1018419861793518,0.0995648205280304
1300,0.09951212257146835,0.10064715147018433
1320,0.0984014943242073,0.10471975058317184
1340,0.10659518837928772,0.10292951762676239
1360,0.10326536744832993,0.10411928594112396
1380,0.10342129319906235,0.10306725651025772
1400,0.09780228137969971,0.10411194711923599
1420,0.09889881312847137,0.11178578436374664
1440,0.0969913899898529,0.09820957481861115
1460,0.10632526874542236,0.10134665668010712
1480,0.09386084228754044,0.09921982139348984
1500,0.09629218280315399,0.09688089787960052
1520,0.09843765944242477,0.09650637209415436
1540,0.09811551868915558,0.10101005434989929
1560,0.09492042660713196,0.09642119705677032
1580,0.09780305624008179,0.09427852928638458
1600,0.09300879389047623,0.09900684654712677
