Step,gamma,loss(train),loss(validate)
20,0.0031143014784902334,0.9558164477348328,0.9996116161346436
40,0.013762767426669598,0.735356867313385,0.8155843615531921
60,0.027605300769209862,0.5844299793243408,0.6244108080863953
80,0.03998549282550812,0.488994836807251,0.49692022800445557
100,0.05108010396361351,0.4310618042945862,0.4206058382987976
120,0.06185793876647949,0.37087514996528625,0.3805309236049652
140,0.07257039099931717,0.36809805035591125,0.36720195412635803
160,0.0843564048409462,0.3143739402294159,0.35405558347702026
180,0.09571834653615952,0.28031685948371887,0.34302857518196106
200,0.10536149144172668,0.26251116394996643,0.33834579586982727
220,0.1137964203953743,0.24545222520828247,0.3279365301132202
240,0.12183214724063873,0.2776186466217041,0.3185015916824341
260,0.13033835589885712,0.2433588057756424,0.3151610195636749
280,0.13793544471263885,0.20528294146060944,0.30867910385131836
300,0.14472045004367828,0.2019946128129959,0.3085899353027344
320,0.15112075209617615,0.19322925806045532,0.29370445013046265
340,0.1576889157295227,0.18810300529003143,0.2997606694698334
360,0.16362591087818146,0.1829512119293213,0.2902930676937103
380,0.16973885893821716,0.17736105620861053,0.2653663754463196
400,0.17497467994689941,0.17582084238529205,0.25277334451675415
420,0.1804036647081375,0.1716444194316864,0.2582884132862091
440,0.1857673078775406,0.15511740744113922,0.24286159873008728
460,0.1911291629076004,0.1497602015733719,0.2072461098432541
480,0.19670499861240387,0.1558109074831009,0.2019231915473938
500,0.20243439078330994,0.1477535516023636,0.18310192227363586
520,0.20699337124824524,0.13956274092197418,0.1666603982448578
540,0.2112550139427185,0.14896173775196075,0.17815867066383362
560,0.2167929857969284,0.13463950157165527,0.1497996300458908
580,0.22183817625045776,0.13944129645824432,0.15924903750419617
600,0.22647304832935333,0.1333247870206833,0.14741703867912292
620,0.23059508204460144,0.12873831391334534,0.14458993077278137
640,0.23487380146980286,0.13411502540111542,0.141250878572464
660,0.23915961384773254,0.12798644602298737,0.13524609804153442
680,0.24306319653987885,0.1257631927728653,0.13096833229064941
700,0.2470204085111618,0.12033316493034363,0.1301637887954712
720,0.25052115321159363,0.11921697109937668,0.12597480416297913
740,0.254057377576828,0.11807598173618317,0.12883630394935608
760,0.2579500377178192,0.11992684751749039,0.12225764244794846
780,0.2614269256591797,0.1237139031291008,0.12225176393985748
800,0.26501837372779846,0.11614663898944855,0.11974066495895386
820,0.2683304250240326,0.11377427726984024,0.12507264316082
840,0.2720121443271637,0.12162449955940247,0.12649860978126526
860,0.27549973130226135,0.11361668258905411,0.1145152598619461
880,0.27848830819129944,0.11161739379167557,0.11015575379133224
